Primary__Hotel Name,Primary__Google Travel,Primary__Total Reviews,Primary__Rating,Primary__Hotel Address,Primary__Contact Number,Primary__Official Website Link,Primary__Date,Primary__Check In Time,Primary__Check Out Time,Rates__Site Name,Rates__Price,Reviews__name,Reviews__review,Reviews__service rate__Rooms,Reviews__service rate__Service,Reviews__service rate__Location,Tripadvisor Ratings__Location,Tripadvisor Ratings__Cleanliness,Tripadvisor Ratings__Service,Tripadvisor Ratings__Value
,,,,,,,,,,,,Anonymous,"Horrible night! There was a party on the patio below our window that went on well into 4:00 am. We checked out the next morning (a day early). Front desk blamed it on the wedding parties and “too much tequila”.  Also, the room smelled like smoke, carpet was gross, and poor lighting in bathroom.",,,,,,,
,,,,,,,,,,,,Anonymous,"Being in a small town and at a hotel off the beaten path, it was an exceptional experience. Most hotels I stay at are in busy areas with a lot of noise. I would recommend  this hotel for people who want to get away from the usual and try to unwind.",5,5,4,,,,
,,,,,,,,,,,,Anonymous,"Mold in the bathroom. Breakfast food was horrible. Friendly staff. Have stayed previously with no problems. Overall the hotel isn't to bad, it could just use a little tlc.",3,1,3,,,,
,,,,,,,,,,,,Anonymous,"The appearance of the hotel and first room appearance was very nice!  After looking at the bed linens and finding an article of soiled linen tied in a bow at the head of the bed, my thoughts of the hotel were diminished.",5,5,4,,,,
,,,,,,,,,,,,Anonymous,In a nice area but a little far off the interstate.  The hotel amenities are very good and the place was clean.  The pool was great for children and families.,,,,,,,
,,,,,,,,,,,,Anonymous,"Great place, clean, wonderful pool and children's pool area. We would recommend this hotel to our friends and family. We loved our room and we slept great.",,,,,,,
,,,,,,,,,,,,Anonymous,I received a great price for becoming a rewards member. I wish I had time to use the pool/hot tub and fitness area but the rooms were clean and comfortable.,,,,,,,
,,,,,,,,,,,,Anonymous,"The hotel, in Johnson Creek, WI, is a great hotel to stay at.  We've stayed there multiple times since our children started college in the area and always look forward to having an excuse to stay there.",,,,,,,
,,,,,,,,,,,,Anonymous,"This was by far one of the best hotel experiences we have had in a long time. Clean, comfortable, quiet and just what we needed for a quick break.",,,,,,,
,,,,,,,,,,,,Anonymous,"Although it was a bit hard to find, it was worth the price. Staff was welcoming and tended to our needs. The room was clean and adequate for our one night stay.",,,,,,,
,,,,,,,,,,,,Anonymous,Nice location. Away from the highway so it was quiet. A couple of guests got a bit loud but management resolved quickly.,,,,,,,
,,,,,,,,,,,,Anonymous,"Fantastic. Would stay here again, clean up to date. Comfortable bed, with an extra blanket in closet. Walls are thin and flimsy. It was quiet even being next to the elevator!",,,,,,,
,,,,,,,,,,,,Chris Clark,Rooms are fairly clean. Service is excellent! Hopefully the full breakfast is back when I visit again.,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel room was not clean and it took forever to get someone to clean my room. 45 minutes total. When someone finally arrived it was not housekeeping but the desk clerk.,,,,,,,
,,,,,,,,,,,,Anonymous,"I was generally blown away by the layout, service and price for this stay.  I've always been a M6 fanboy, but this place has changed my mind.",,,,,,,
,,,,,,,,,,,,Kimberly Macaluso,"Just wish they had open swim every day, not alot of guests even use the pool, everytime we come there's a handful of people. Dont like the prices going up so much.",,,,,,,
,,,,,,,,,,,,Anonymous,average overall the room was nice and large but the issue with not accepting my debit card then telling me they would not take cash or check and me having to basically tell them what I was paying was a problem for me.,,,,,,,
,,,,,,,,,,,,Anonymous,"This hotel was centrally located for our family reunion.  Staff was very accommodating, even taking our family picture for us.  Our rooms were located in the same block, which added to the family reunion experience.",,,,,,,
,,,,,,,,,,,,Anonymous,Comfort Suites is my preferred hotel. The rooms are bigger than the regular hotels.,,,,,,,
,,,,,,,,,,,,Michael Schwab,hotel is updated and clean. breakfast waffles are fantastic. beds are new and very comfortable. rooms are quite and and clean. I will stay here again,,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was very comfortable and inviting. The staff was very polite and had a smile on their face. I would definately stay in the accomodations again. Thank you to the hotel staff.,,,,,,,
,,,,,,,,,,,,Anonymous,We really enjoy staying here. The room is very spacious and quiet. The pool is lots of fun. Breakfast is good and satisfying.,,,,,,,
,,,,,,,,,,,,Anonymous,We had a good experience. Breakfast was good. It was an easy check-in.,,,,,,,
,,,,,,,,,,,,Anonymous,The staff was very friendly and the rooms were clean and very spacious!  The breakfast was awesome!  Many thing to pick from to eat.,,,,,,,
,,,,,,,,,,,,M R,"Very nice hot breakfast (often have bacon and scrambled eggs , not the frozen discs of egg or sausage some “hot” breakfast hotels have. Well kept furniture",,,,,,,
,,,,,,,,,,,,Anonymous,Very nice newer property with great staff and great facilities.  Very pet friendly which makes those of us that travel with our 'extended family' that much more appreciative to find good quality hotels that are pet friendly.,,,,,,,
,,,,,,,,,,,,Teammom,"We stayed three nights but did not want room service to come early so we used ""Do not disturb"" so never had room service. We did trade out towels and kept trash in containers.",,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was great. It's only about a block away from the main roads. The pool is gigantic though!! Looked like it would be a great place to come back to for a getaway!,,,,,,,
,,,,,,,,,,,,Anonymous,Always had a positive experience in the past. Very comfortable. Most recent visit noticed MOLD on the wall above the shower - which made me question the cleanliness- and made me uncomfortable,,,,,,,
,,,,,,,,,,,,Anonymous,exceptionally clean. Rooms were large and the beds were great! The pool area is nice with a separate wading pool for children.,,,,,,,
,,,,,,,,,,,,Anonymous,"Hotel was quiet and comfortable, Plentiful towels. Did not try pool as chlorine smell was strong in hotel hallway and my skin is sensitive to chlorine.",,,,,,,
,,,,,,,,,,,,Anonymous,"We have stayed here perhaps twice per year for the last four years and always find clean, comfortable rooms and a pleasant, helpful staff.",,,,,,,
,,,,,,,,,,,,Anonymous,We had a great two night stay. The kids loved the pool. The two bedroom suite was perfect for our family and the price was very reasonable.,,,,,,,
,,,,,,,,,,,,Anonymous,We enjoyed our stay. The beds were very comfortable except for the pull out couch. Having the different pillows to choose from was very nice.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean, quiet with friendly staff.  The pool area great, little kid water park.  Beds super comfy and delicious breakfast!",,,,,,,
,,,,,,,,,,,,Anonymous,Over all experience was great except for not having hot water in the morning to take a shower. Not sure why we didn’t have hot water and my son who stayed in the room next to us also had to take a cold shower.,,,,,,,
,,,,,,,,,,,,Anonymous,"Overcharged me for the room and because the annual event I was attending, the hotel could not start the breakfast 1/2 hour earlier to accommodate all of the people going that stayed at this hotel.  After talking to others at the event that stayed elsewhere, I don't think I will be back.",,,,,,,
,,,,,,,,,,,,Anonymous,"Room was larger than expected, so am wondering if I paid for more than I needed. Booked direct qith the hotel on lineLots of towels in the room. Beds comfortable.",,,,,,,
,,,,,,,,,,,,Andrew54,"Friendly people, nice property and good location with decent fitness center.  Pool looked nice but did not use this trip.  Clean and well maintained property.",,,,,,,
,,,,,,,,,,,,Anonymous,We enjoyed our stay.  The room was clean and spacious.  The staff was helpful and meeting our specific requests.,,,,,,,
,,,,,,,,,,,,Dance With The Devil,"Very clean hotel, warm welcome when you first walk in, great staff. Amazing hot breakfast.",,,,,,,
,,,,,,,,,,,,Anonymous,Happy with our stay! Bar was under renovations so that was disappointing but otherwise everything was great. We will definitely be back!,,,,,,,
,,,,,,,,,,,,Anonymous,"Comfort Suites, Johnson CreekVery clean, good service, great pool for children …",,,,,,,
,,,,,,,,,,,,richard karwowski,The child's pool section was closed and the major pool was cold but the hot tub was fantastic. Still have a great time good breakfast and night sleep for the money.,,,,,,,
,,,,,,,,,,,,fredswifesue,"Great, we enjoyed the space and separate room, wish there was a sink outside bathroom",,,,,,,
,,,,,,,,,,,,Anonymous,Very clean and relaxing setting. Really liked everything from the exercise room to the pool. The lemon water in the lobby was very good also.,,,,,,,
,,,,,,,,,,,,Anonymous,It is in a great location. It is a great place to stay for individuals and families. They have a great pool area for all ages. The fitness center is set up great for a good work out.,,,,,,,
,,,,,,,,,,,,Anonymous,This hotel was completely trashed and certainly not up to standards.  I’ve stayed in cleaner roadside motels.,,,,,,,
,,,,,,,,,,,,Anonymous,The staff looked and performed duties professionally.  The rooms were extremely clean but best of all they were so comfortable. Slept like a baby,,,,,,,
,,,,,,,,,,,,Anonymous,The staff were all super friendly and accommodating to us with our dog as well. The hotel was very clean and neat and the room was spacious and very neat.,,,,,,,
,,,,,,,,,,,,Anonymous,This hotel need some care and it wouldn't be bad.  It just seemed that the staff didn't really care how it looked.  Had a feeling it wasnt really take care of.  Problems in the lobby didn't help the matter and the manager didn't seem to care,,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean, good breakfast, spacious rooms and very quiet.No hot water for shower, 45 min check in process due to their mistake, poor hvac system",,,,,,,
,,,,,,,,,,,,Anonymous,Great place!! Great breakfast!! Great staff!! I love how the rooms are so big and comfortable! This is for sure our choice hotel for many years to come!! Thank you!!,,,,,,,
,,,,,,,,,,,,Anonymous,"The room was clean, comfortable and a nice size.  The breakfast was delicious and the room spacious.  Enjoyed visiting in that area plus the lobby.",,,,,,,
,,,,,,,,,,,,Rob Vannote,Best hotel I've ever stayed in rooms a little outdated but everything else was amazing,,,,,,,
,,,,,,,,,,,,Anonymous,"These guys do great work, and being in the service industry is not easy. Pay them more, if for nothing more than the fact that they deal with the public day in and day out. …",,,,,,,
,,,,,,,,,,,,Anonymous,"This hotel needs a few modern touches and updates.  Location was good for wedding, breakfast and pool are nice amenities, basic features need updating.",,,,,,,
,,,,,,,,,,,,Anonymous,"Fair at best, not easily located.  Mostly week is quiet with local workers staying at the hotel.  Weekend full with conference center events like weddings, etc.",,,,,,,
